TCP,document_id,estc_id,tcp_author,ecco_author,tcp_title,ecco_title,tcp_year,ecco_year,tcp_pages,ecco_pages,tcp_volume_number,tcp_total_volumes,ecco_volume_number,ecco_total_volumes,author_score,title_score,year_score,pages_score,match_score,volume_match_found,correct
K103123.002,900502,T129718,"Jephson, Robert, 1736-1803.",Robert Jephson,"The confessions of James Baptiste Couteau: citizen of France, written by himself: and translated from the original French, by Robert Jephson, Esquire. Illustrated with nine engravings. ...","The confessions of James Baptiste Couteau, citizen of France, written by himself: and translated from the original French, by Robert Jephson, Esq. Illustrated with nine engravings. ...",1794,1794,238,240,2,2,2,2,50,68.908,100,99.167,68.467,TRUE,Y
K098900.001,397200201,T123917,"Steel, Richard, Sir, 1672-1729.; Addison, Joseph, 1672-1719.",Joseph Addison,The lucubrations of Isaac Bickerstaff Esquire: revised and corrected by the author. ...,The lucubrations of Isaac Bickerstaff Esq; revised and corrected by the author. ...,1712,1712,395,395,1,5,1,5,47.826,70.492,100,100,68.46,TRUE,Y
K098900.002,397200202,T123917,"Steel, Richard, Sir, 1672-1729.; Addison, Joseph, 1672-1719.",Joseph Addison,The lucubrations of Isaac Bickerstaff Esquire: revised and corrected by the author. ...,The lucubrations of Isaac Bickerstaff Esq; revised and corrected by the author. ...,1712,1712,405,405,2,5,2,5,47.826,70.492,100,100,68.46,TRUE,Y
K098900.003,397200203,T123917,"Steel, Richard, Sir, 1672-1729.; Addison, Joseph, 1672-1719.",Joseph Addison,The lucubrations of Isaac Bickerstaff Esquire: revised and corrected by the author. ...,The lucubrations of Isaac Bickerstaff Esq; revised and corrected by the author. ...,1712,1712,394,394,3,5,3,5,47.826,70.492,100,100,68.46,TRUE,Y
K098900.004,397200204,T123917,"Steel, Richard, Sir, 1672-1729.; Addison, Joseph, 1672-1719.",Joseph Addison,The lucubrations of Isaac Bickerstaff Esquire: revised and corrected by the author. ...,The lucubrations of Isaac Bickerstaff Esq; revised and corrected by the author. ...,1712,1712,389,389,4,5,4,5,47.826,70.492,100,100,68.46,TRUE,Y
K098900.005,397200205,T123917,"Steel, Richard, Sir, 1672-1729.; Addison, Joseph, 1672-1719.",Joseph Addison,The lucubrations of Isaac Bickerstaff Esquire: revised and corrected by the author. ...,The lucubrations of Isaac Bickerstaff Esq; revised and corrected by the author. ...,1712,1712,278,278,5,5,5,5,47.826,70.492,100,100,68.46,TRUE,Y
K111040.001,95100801,T141022,"Pilkington, Laetitia, 1712-1750.",Laetitia Pilkington,"Memoirs: of Mrs. Laetitia Pilkington, wife to the Rev. Mr. Matthew Pilkington. Written by herself. Wherein are occasionally interspersed, all her poems; with anecdotes of several eminent persons, living and dead. Among others, Dean Swift, Alexander Pope, ...","Memoirs of Mrs. LÃ¦titia Pilkington, wife to the Rev. Mr. Matthew Pilkington. Written by herself. Wherein are occasionally interspersed, all her poems; with anecdotes of several eminent persons, living and dead. Among others, Dean Swift, Alexander Pope, Esq; &c. &c. &c.",1748,1748,310,310,1,3,1,3,52.632,66.667,100,100,68.421,TRUE,Y
K111040.002,95100802,T141022,"Pilkington, Laetitia, 1712-1750.",Laetitia Pilkington,"Memoirs: of Mrs. Laetitia Pilkington, wife to the Rev. Mr. Matthew Pilkington. Written by herself. Wherein are occasionally interspersed, all her poems; with anecdotes of several eminent persons, living and dead. Among others, Dean Swift, Alexander Pope, ...","Memoirs of Mrs. LÃ¦titia Pilkington, wife to the Rev. Mr. Matthew Pilkington. Written by herself. Wherein are occasionally interspersed, all her poems; with anecdotes of several eminent persons, living and dead. Among others, Dean Swift, Alexander Pope, Esq; &c. &c. &c.",1748,1748,371,371,2,3,2,3,52.632,66.667,100,100,68.421,TRUE,Y
K111040.003,95100803,T141022,"Pilkington, Laetitia, 1712-1750.",Laetitia Pilkington,"Memoirs: of Mrs. Laetitia Pilkington, wife to the Rev. Mr. Matthew Pilkington. Written by herself. Wherein are occasionally interspersed, all her poems; with anecdotes of several eminent persons, living and dead. Among others, Dean Swift, Alexander Pope, ...","Memoirs of Mrs. LÃ¦titia Pilkington, wife to the Rev. Mr. Matthew Pilkington. Written by herself. Wherein are occasionally interspersed, all her poems; with anecdotes of several eminent persons, living and dead. Among others, Dean Swift, Alexander Pope, Esq; &c. &c. &c.",1748,1748,291,291,3,3,3,3,52.632,66.667,100,100,68.421,TRUE,Y
K103123.001,900501,T129718,"Jephson, Robert, 1736-1803.",Robert Jephson,"The confessions of James Baptiste Couteau: citizen of France, written by himself: and translated from the original French, by Robert Jephson, Esquire. Illustrated with nine engravings. ...","The confessions of James Baptiste Couteau, citizen of France, written by himself: and translated from the original French, by Robert Jephson, Esq. Illustrated with nine engravings. ...",1794,1794,273,278,1,2,1,2,50,68.908,100,98.201,68.418,TRUE,Y
K110277.000,183801000,T139872,"Moore, Edward, 1712-1757.",Edward Moore,The poetical works: of Edward Moore. With the life of the author.,The poetical works of Edward Moore. With the life of the author.,1782,1781,178,178,1,1,1,1,50,69.231,98,100,68.354,TRUE,Y
K010695.000,351700800,N017312,"Blair, Hugh, 1718-1800.",Hugh Blair,"Heads of the lectures on rhetoric, and belles lettres: in the University of Edinburgh, by Hugh Blair, D.D. 1771.","Heads of the lectures on rhetorick, and belles lettres, in the University of Edinburgh, by Hugh Blair, D.D. 1771.",1771,1771,44,44,1,1,1,1,50,68.421,100,100,68.289,TRUE,Y
K022188.000,210201700,T004090,"Paley, William, 1743-1805.",William Paley,"Advice addressed to the young clergy of the diocese of Carlisle: in a sermon, preached ... on Sunday, July 29th, 1781. By William Paley, ...","Advice addressed to the young clergy of the diocese of Carlisle, in a sermon, preached at a general ordination, holden at Rose-Castle. on Sunday, July 29th, 1781. By William Paley, M. A. Chaplain to the right Rev. Edmund Lord Bishop of Carlisle.",1781,1781,15,15,1,1,1,1,53.846,65.285,100,100,68.224,TRUE,Y
K110388.000,837200300,T140030,"Holcroft, Thomas, 1745-1809.",Thomas Holcroft,"A narrative of facts, relating to a prosecution for high treason: including the address to the jury, which the court refused to hear: ... and the defense the author had prepared, if he had been brought to trial. By Thomas Holcroft.","A narrative of facts, relating to a prosecution for high treason; including the address to the jury, which the court refused to hear: With Letters To The Attorney General, Lord Chief Justice Eyre, Mr. Serjeant Adair, the Honourable Thomas Erskine, and Vicary Gibbs, Esq. and the defence the author had prepared, if he had been brought to trial. By Thomas Holcroft.",1795,1795,216,216,1,1,1,1,53.333,65.625,100,100,68.198,TRUE,Y
K011519.000,1163800600,N019354,"Pope, Alexander, 1688-1744.",Alexander Pope,"The last will and testament of Alexander Pope: of Twickenham, Esquire; to which is added, an inscription wrote by himself.","The last will and testament of Alexander Pope, of Twickenham, Esq; to which is added, an inscription wrote by himself.",1744,1744,14,14,1,1,1,1,64.286,56.962,100,100,68.133,TRUE,Y
K047225.000,446300400,T052097,"Burke, Edmund, 1729-1797.",Edmund Burke,"Two letters on the conduct of our domestic parties, with regard to French politics: including ""Observations on the conduct of the minority, in the session of M.DCC.XCIII."" By the late Right Hon. Edmund Burke.","Two letters on the conduct of our domestick parties, with regard to French politicks; including ""observations on the conduct of the minority, in the session of M.DCC.XCIII."" By the late Right Hon. Edmund Burke.",1797,1797,196,197,1,1,1,1,50,68.067,100,99.492,68.105,TRUE,Y
K117762.000,1465600100,T185246,"More, Hannah, 1745-1833.","More, Sarah","The history of Hester Wilmot; or, the new gown. Part II. Being a continuation of The Sunday school; Sunday school.","The hubbub; or, The history of farmer Russel, the hard-hearted overseer.",1796,1797,16,16,1,1,1,1,76.19,48.214,98,100,68.063,TRUE,N
K014946.000,352400800,N026683,"Pope, Alexander, 1688-1744.",Alexander Pope,"Moral essays: in four epistles. By Alexander Pope, Esquire.","Moral essays, in four epistles. By Alexander Pope, Esq.",1754,1754,106,89,1,1,1,1,64.286,58.537,100,83.962,68.04,TRUE,Y
K041482.000,536800300,T042452,"Brand, Hannah, d. 1821.",Hannah Brand,Plays and poems: by Miss Hannah Brand.,"Plays, and poems; by Miss Hannah Brand.",1798,1798,433,433,1,1,1,1,61.538,58.824,100,100,68.009,TRUE,Y
K087079.000,236100300,T074615,"Amory, Thomas, 1691?-1788?","Amory, Thomas","The life of John Buncle: Esquire; containing various observations and reflections, made in several parts of the world; and many extraordinary relations.","Memoirs of several ladies of Great Britain. Interspersed with literary reflexions, and accounts of antiquities and curious things. In several letters.",1756,1755,635,562,1,1,1,1,100,30.769,98,88.504,67.971,TRUE,N
K100550.000,737305600,T126029,"Brown, John, 1715-1766.",John Brown,"An account of Barbarossa: the usurper of Algiers. Being the story on which the new tragedy, now in rehearsal at the Theater Royal in Drury Lane, is founded.","An account of Barbarossa, the usurper of Algiers. Being the story on which the new tragedy, now in rehearsal at the Theatre Royal in Drury-Lane, is founded.",1755,1755,16,16,1,1,1,1,50,67.606,100,100,67.923,TRUE,Y
K029564.000,764901700,T018934,"Whiston, William, 1667-1752.",William Whiston,"An account of a surprising meteor: seen in the air March 19. 1718/19. at night. Containing, I. A description of this meteor, from the original letters of those who saw it in different places. ... By William Whiston, M.A. ...","An account of a surprizing meteor, seen in the air March 19. 1718/19. at night. Containing, I. A description of this meteor, from the original letters of those who saw it in different places. II. Some Historical Accounts of the like Meteors before. III. A Demonstration that such Meteors are not Comets. IV. That such Meteors are not a Concourse of Vapours above our Atmosphere. V. That they are prodigious Blasts of Thunder and Lightenings in the upper Regions of our Air. VI. Observations from the whole. By William Whiston, M.A. sometime Professor of the Mathematicks in the University of Cambridge.",1719,1719,38,39,1,1,1,1,46.667,70.33,100,97.436,67.853,TRUE,Y
K055509.000,1112800100,T064334,"Hutchinson, William, 1715-1801.",William Hutchinson,"A treatise on practical seamanship: ... By William Hutchinson, mariner, and dock master, at Liverpool.","A treatise on practical seamanship; with hints and remarks relating thereto: Designed to contribute something towards fixing rules upon Philosophical and Rational principles; to Make Ships, and the management of them; and also navigation, in general, more perfect, and Consequently less dangerous and destructive to health, lives, and property. By William Hutchinson, mariner, and dock master, at Liverpool.",1777,1777,238,238,1,1,1,1,55.556,62.963,100,100,67.778,TRUE,Y
K008736.000,149200100,N014089,"Macklin, Charles, 1697?-1797.",Charles Macklin,"The true-born Irishman: or, Irish fine lady. A comedy of two acts. By Charles Macklin.","The true-Born Irishman; or, Irish fine lady. A comedy of two acts. By Charles Macklin.",1783,1783,59,59,1,1,1,1,46.667,69.841,100,100,67.762,TRUE,Y
K037302.000,152601800,T035438,"Cowley, Mrs. (Hannah), 1743-1809.",Hannah Cowley,"The fate of Sparta: or, the rival kings. A tragedy. As it is acted at the Theater Royal, in Drury Lane. By Mrs. Cowley.","The fate of Sparta; or, the rival kings. A tragedy. As it is acted at the Theatre-Royal, in Drury-Lane. By Mrs. Cowley.",1788,1788,95,95,1,1,1,1,52.174,65.455,100,100,67.715,TRUE,Y
K002508.000,150102900,N003888,"Warton, Thomas, 1728-1790.",Thomas Warton,"The maiden's bloody garland: or, High Street tragedy: showing how Sarah Holly, a poor unfortunate serving maid of the city of Oxford, being wronged by her sweetheart, cut her throat from ear to ear, was next morning found dead in her bed, and afterward buried in the King's highway. Tune, There were three pilgrims.","The maiden's bloody garland; or, High-Street tragedy: shewing how Sarah Holly, a poor unfortunate serving maid of the city of Oxford, being wronged by her sweetheart, cut her throat from ear to ear, was next morning found dead in her bed, and afterwards buried in the King's highway. Tune, There were three pilgrims.",1767,1767,1,1,1,1,1,1,46.154,70.13,100,100,67.712,TRUE,Y
K040424.000,179500200,T040674,"Bailey, J. (John), 1750-1819.; Culley, George, 1735-1813.","Billingsley, John, Esq","General view of the agriculture of the county of Northumberland: with observations on the means of its improvement; drawn up for the consideration of the Board of Agriculture and Internal Improvement, by J. Bailey and G. Culley.","General view of the agriculture of the county of Somerset, with observations on the means of its improvement. Drawn up in the year 1795, for the consideration of the Board of Agriculture and Internal Improvement. By John Billingsley, Esq; Of Ashwick-Grove, near Shepton-Mallet. And now re-printed with considerable additions and amendments, Accompanied with the remarks of some respectable gentlemen and farmers in the county. ...",1797,1798,319,335,1,1,1,1,50,68.235,98,95.224,67.667,TRUE,Y
K073795.001,184701001,T090948,"Hull, Thomas, 1728-1808.",Thomas Hull,"Moral tales in verse: founded on real events. Written by Thomas Hull, ...","Moral tales in verse, founded on real events. Written by Thomas Hull, of the Theatre Royal, Covent-Garden. Dedicated, by Permission, to his Grace the Duke of Leeds. ...",1797,1797,121,121,1,2,1,2,54.545,63.492,100,100,67.662,TRUE,Y
K073795.002,184701002,T090948,"Hull, Thomas, 1728-1808.",Thomas Hull,"Moral tales in verse: founded on real events. Written by Thomas Hull, ...","Moral tales in verse, founded on real events. Written by Thomas Hull, of the Theatre Royal, Covent-Garden. Dedicated, by Permission, to his Grace the Duke of Leeds. ...",1797,1797,185,185,2,2,2,2,54.545,63.492,100,100,67.662,TRUE,Y
K057527.001,23100301,T066944,"Johnstone, Charles, 1719?-1800?",Charles Johnstone,"The adventures of Anthony Varnish: or, a peep at the manners of society. By an adept. In three volumes. ...","The adventures of Anthony Varnish; or, a peep at the manners of society. By an adept. In three volumes. ...",1786,1786,251,251,1,3,1,3,52.941,64.706,100,100,67.647,TRUE,Y
K057527.002,23100302,T066944,"Johnstone, Charles, 1719?-1800?",Charles Johnstone,"The adventures of Anthony Varnish: or, a peep at the manners of society. By an adept. In three volumes. ...","The adventures of Anthony Varnish; or, a peep at the manners of society. By an adept. In three volumes. ...",1786,1786,240,240,2,3,2,3,52.941,64.706,100,100,67.647,TRUE,Y
K057527.003,23100303,T066944,"Johnstone, Charles, 1719?-1800?",Charles Johnstone,"The adventures of Anthony Varnish: or, a peep at the manners of society. By an adept. In three volumes. ...","The adventures of Anthony Varnish; or, a peep at the manners of society. By an adept. In three volumes. ...",1786,1786,282,282,3,3,3,3,52.941,64.706,100,100,67.647,TRUE,Y
K118458.000,1135800200,T036360,"More, Hannah, 1745-1833.","More, Sarah","The history of Hester Wilmot; or, the second part of The Sunday school; Sunday school.","The history of diligent Dick; or, truth will be out through it be hid in a well.",1796,1797,16,15,1,1,1,1,76.19,47.799,98,93.75,67.564,TRUE,Y
K023140.000,438801500,T005678,"Pope, Alexander, 1688-1744.",Alexander Pope,The impertinent: or a visit to the court. A satyr. By an eminent hand.,"The impertinent, or a visit to the court. A satyr. By an eminent hand.",1733,1733,13,13,1,1,1,1,64.286,55.556,100,100,67.5,TRUE,Y
K059314.000,316203300,T069589,"Francklin, Thomas, 1721-1784.",Thomas Francklin,"A sermon preached in the chapel of the Asylum for Female Orphans: at the anniversary meeting of the guardians, on Monday the sixteenth of May, 1768. ... By the Revd. Thomas Francklin, ...","A sermon preached in the chapel of the Asylum for Female Orphans, at the anniversary meeting of the guardians, on Monday the sixteenth of May, 1768. Published at their Request. By the Revd. Thomas Francklin, Vicar of Ware, in Hertfordshire, And Chaplain in Ordinary to His Majesty.",1768,1768,15,15,1,1,1,1,56.25,61.538,100,100,67.38,TRUE,Y
K087969.000,57202400,T109550,"Polesworth, Humphry, Sir, 18th cent.; Arbuthnot, John, 1667-1735.",John Arbuthnot,"A fragment of the history of that illustrious personage John Bull, Esquire: compiled by that celebrated historian Sir Humphry Polesworth. Lately discovered in the repairs of Grub-Hatch, the ancient seat of the family of the Polesworths; now first published from the original manuscript, by Peregrine Pinfold, ...","A fragment of the history of that illustrious personage John Bull, Esq; compiled by that celebrated historian Sir Humphry Polesworth. Lately discovered in the repairs of Grub-Hatch, the ancient seat of the family of the Polesworths; now first published from the original manuscript, by Peregrine Pinfold, of Grub-Hatch, Esq;",1785,1785,144,144,1,1,1,1,44.068,70.936,100,100,67.345,TRUE,Y
K094528.000,247100700,T117937,"Hutchinson, William, 1732-1814.",William Hutchinson,The hermitage: a British story.,The hermitage; a British story.,1772,1772,260,260,1,1,1,1,55.556,61.905,100,100,67.302,TRUE,Y
K012010.000,648600600,N020411,"Anderson, John, ca. 1730-1804.","Anderson, John","A preliminary introduction to the act of sea-bathing: wherein is shown its nature, power, and importance; ... By John Anderson, ...","A preliminary introduction to the act of sea-bathing; wherein is shewn its nature, power, and importance; With Some Necessary Hints For The Attention of Visiters, At The Watering Places, Previous to, And During A Course of Bathing By John Anderson, M.D., F.A.S., ... Physician to, And A Director of, The General Sea-Bathing Infirmary, At Margate.",1795,1795,28,28,1,1,1,1,89.655,35.374,100,100,67.298,TRUE,Y
K032305.000,399001100,T026855,"Centlivre, Susanna, 1667?-1723.",Susanna Centlivre,"A Bickerstaff's burying: or, work for the upholders. A farce; as it is acted at the theaters, with applause. By His Majesty's servants. Written by Mrs. Susanna Centlivre: ...","A bickerstaff's burying; or, work for the upholders. A farce; as it is acted at the theatres, with applause. By His Majesty's servants. Written by Mrs. Susanna Centlivre: Author of The Gamester, a Comedy.",1724,1724,26,26,1,1,1,1,52.941,63.889,100,100,67.279,TRUE,Y
K109292.001,199300801,T138546,"Trusler, John, 1735-1820.",John Trusler,"The difference, between words, esteemed synonymous: in the English language; and, the proper choice of them determined: together with, so much of Abbe Girard's Treatise, on this subject, as would agree, with our mode of expression. ... In two volumes. ...","The difference, between words, esteemed synonymous, in the English language; and, the proper choice of them determined: together with, so much of AbbÃ© Girard's Treatise, on this subject, as would agree, with our mode of expression. ... In two volumes. ...",1766,1766,238,238,1,2,1,2,58.333,59.627,100,100,67.249,TRUE,Y
K109292.002,199300802,T138546,"Trusler, John, 1735-1820.",John Trusler,"The difference, between words, esteemed synonymous: in the English language; and, the proper choice of them determined: together with, so much of Abbe Girard's Treatise, on this subject, as would agree, with our mode of expression. ... In two volumes. ...","The difference, between words, esteemed synonymous, in the English language; and, the proper choice of them determined: together with, so much of AbbÃ© Girard's Treatise, on this subject, as would agree, with our mode of expression. ... In two volumes. ...",1766,1766,249,249,2,2,2,2,58.333,59.627,100,100,67.249,TRUE,Y
K118131.000,334201000,T164062,"Told, Silas, 1711-1779.","Told, Silas","An account of the life, and dealings of God with Silas Told: ... Written by himself.","An account of the life, and dealings of God with Silas Told, Late Preacher of the Gospel; wherein is set forth The wonderful Display of Divine Providence towards him when at Sea; His various Sufferings abroad; together with many Instances of the Sovereign Grace of God, in the Conversion of several Malefactors under Sentence of Death, who were greatly blessed under his Ministry. Written by himself.",1785,1785,177,177,1,1,1,1,100,26.977,100,100,67.14,TRUE,Y
K091154.001,506900501,T113864,"Gentleman, Francis, 1728-1784.",Francis Gentleman,"The dramatic censor: or, critical companion. ...","The dramatic censor; or, critical companion. ...",1770,1770,496,496,1,2,1,2,52.941,63.333,100,100,67.029,TRUE,Y
K091154.002,506900502,T113864,"Gentleman, Francis, 1728-1784.",Francis Gentleman,"The dramatic censor: or, critical companion. ...","The dramatic censor; or, critical companion. ...",1770,1770,506,506,2,2,2,2,52.941,63.333,100,100,67.029,TRUE,Y
